Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2
ERX3593018	12/3/19 21:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR3597224	ERP117892	PRJEB34916	593477	ERS3887528	SAMEA6087121	ERA2165761	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		GATC	0	0	9534032	13476831					wild type genotype		
ERX3593019	12/3/19 21:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR3597225	ERP117892	PRJEB34916	593477	ERS3887529	SAMEA6087122	ERA2165761	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		GATC	0	0	9534033	13476832					wild type genotype		
ERX3593020	12/3/19 21:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR3597226	ERP117892	PRJEB34916	593477	ERS3887530	SAMEA6087123	ERA2165761	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		GATC	0	0	9534034	13476833					wild type genotype		
ERX3593021	12/3/19 21:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR3597227	ERP117892	PRJEB34916	593477	ERS3887531	SAMEA6087124	ERA2165761	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		GATC	0	0	9534035	13476834					wild type genotype		
ERX3593022	12/3/19 21:11	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR3597228	ERP117892	PRJEB34916	593477	ERS3887532	SAMEA6087125	ERA2165761	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		GATC	0	0	9534036	13476835					wild type genotype		
ERX541571	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583484	ERP006680	PRJEB6998	260437	ERS530355	SAMEA2708953	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979820	3023183			25213728				
ERX541572	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583485	ERP006680	PRJEB6998	260437	ERS530356	SAMEA2708954	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979821	3023184			25213728				
ERX541573	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583486	ERP006680	PRJEB6998	260437	ERS530357	SAMEA2708955	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979822	3023185			25213728				
ERX541574	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583487	ERP006680	PRJEB6998	260437	ERS530358	SAMEA2708956	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979823	3023186			25213728				
ERX541575	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583488	ERP006680	PRJEB6998	260437	ERS530359	SAMEA2708957	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979824	3023187			25213728				
ERX541576	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583489	ERP006680	PRJEB6998	260437	ERS530360	SAMEA2708958	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979825	3023182			25213728				
ERX541577	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583490	ERP006680	PRJEB6998	260437	ERS530361	SAMEA2708959	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979826	3023207			25213728				
ERX541578	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583491	ERP006680	PRJEB6998	260437	ERS530362	SAMEA2708960	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979827	3023188			25213728				
ERX541579	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583492	ERP006680	PRJEB6998	260437	ERS530363	SAMEA2708961	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979828	3023189			25213728				
ERX541580	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583493	ERP006680	PRJEB6998	260437	ERS530364	SAMEA2708962	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979829	3023190			25213728				
ERX541581	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583494	ERP006680	PRJEB6998	260437	ERS530365	SAMEA2708963	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979830	3023191			25213728				
ERX541582	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583495	ERP006680	PRJEB6998	260437	ERS530366	SAMEA2708964	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979831	3023192			25213728				
ERX541583	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583496	ERP006680	PRJEB6998	260437	ERS530367	SAMEA2708965	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979832	3023193			25213728				
ERX541584	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583497	ERP006680	PRJEB6998	260437	ERS530368	SAMEA2708966	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979833	3023194			25213728				
ERX541585	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583498	ERP006680	PRJEB6998	260437	ERS530369	SAMEA2708967	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979834	3023195			25213728				
ERX541586	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583499	ERP006680	PRJEB6998	260437	ERS530370	SAMEA2708968	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979835	3023196			25213728				
ERX541587	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583500	ERP006680	PRJEB6998	260437	ERS530371	SAMEA2708969	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979836	3023197			25213728				
ERX541588	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583501	ERP006680	PRJEB6998	260437	ERS530372	SAMEA2708970	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979837	3023198			25213728				
ERX541589	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583502	ERP006680	PRJEB6998	260437	ERS530373	SAMEA2708971	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979838	3023199			25213728				
ERX541590	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583503	ERP006680	PRJEB6998	260437	ERS530374	SAMEA2708972	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979839	3023200			25213728				
ERX541591	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583504	ERP006680	PRJEB6998	260437	ERS530375	SAMEA2708973	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979840	3023201			25213728				
ERX541592	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583505	ERP006680	PRJEB6998	260437	ERS530376	SAMEA2708974	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979841	3023202			25213728				
ERX541593	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583506	ERP006680	PRJEB6998	260437	ERS530377	SAMEA2708975	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979842	3023203			25213728				
ERX541594	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583507	ERP006680	PRJEB6998	260437	ERS530378	SAMEA2708976	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979843	3023204			25213728				
ERX541595	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583508	ERP006680	PRJEB6998	260437	ERS530379	SAMEA2708977	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979844	3023205			25213728				
ERX541596	9/7/14 1:24	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	ERR583509	ERP006680	PRJEB6998	260437	ERS530380	SAMEA2708978	ERA349965	RNA-Seq	size fractionation	TRANSCRIPTOMIC		DTU-CFB	500	0	979845	3023206			25213728				
ERX676205	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732508	ERP009286	PRJEB8227	272849	ERS640319	SAMEA3209398	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225612	3316569							
ERX676206	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732509	ERP009286	PRJEB8227	272849	ERS640320	SAMEA3209399	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225608	3316570							
ERX676207	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732510	ERP009286	PRJEB8227	272849	ERS640321	SAMEA3209400	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225613	3316571							
ERX676208	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732511	ERP009286	PRJEB8227	272849	ERS640322	SAMEA3209401	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225614	3316567							
ERX676209	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732512	ERP009286	PRJEB8227	272849	ERS640323	SAMEA3209402	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225615	3316568							
ERX676210	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732513	ERP009286	PRJEB8227	272849	ERS640324	SAMEA3209403	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225609	3316565							
ERX676211	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732514	ERP009286	PRJEB8227	272849	ERS640325	SAMEA3209404	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225610	3316566							
ERX676212	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732515	ERP009286	PRJEB8227	272849	ERS640326	SAMEA3209405	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225611	3316572							
ERX676213	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732516	ERP009286	PRJEB8227	272849	ERS640327	SAMEA3209406	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225617	3316573							
ERX676214	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732517	ERP009286	PRJEB8227	272849	ERS640328	SAMEA3209407	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225616	3316574							
ERX676215	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732518	ERP009286	PRJEB8227	272849	ERS640329	SAMEA3209408	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225607	3316575							
ERX676216	1/29/15 1:04	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	ERR732519	ERP009286	PRJEB8227	272849	ERS640330	SAMEA3209409	ERA401770	RNA-Seq	PCR	TRANSCRIPTOMIC		UNIVERSITY OF OXFORD	187	0	1225618	3316576							
SRX127959	6/4/12 14:40	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	LS454	454 GS FLX Titanium	SRR441575	SRP011370	PRJNA153301	153301	SRS299170	SAMN00809290	SRA050647	RNA-Seq	size fractionation	TRANSCRIPTOMIC		GEO	0	0	146009	809290	GSE36340	GSM889304	22590564	PAO1			
SRX127960	6/4/12 14:40	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	LS454	454 GS FLX Titanium	SRR441576	SRP011370	PRJNA153301	153301	SRS299171	SAMN00809291	SRA050647	RNA-Seq	size fractionation	TRANSCRIPTOMIC		GEO	0	0	146010	809291	GSE36340	GSM889305	22590564	PAO1			
SRX156386	1/6/13 10:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer	SRR519062	SRP013960	PRJNA169508	169508	SRS348394	SAMN01084070	SRA055296	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		SIMON FRASER UNIVERSITY	200	0	197672	1084070				PAO1			
SRX157659	1/6/13 10:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	SRR518529	SRP013960	PRJNA169508	169508	SRS348394	SAMN01084070	SRA055296	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		SIMON FRASER UNIVERSITY	200	0	199205	1084070				PAO1			
SRX157660	1/6/13 10:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	SRR518528	SRP013960	PRJNA169508	169508	SRS348393	SAMN01084050	SRA055296	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		SIMON FRASER UNIVERSITY	200	0	199206	1084050				PAO1			
SRX157661	1/6/13 10:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	SRR518530	SRP013960	PRJNA169508	169508	SRS348392	SAMN01084071	SRA055296	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		SIMON FRASER UNIVERSITY	200	0	199207	1084071				PAO1			
SRX157683	1/6/13 10:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR518533	SRP013960	PRJNA169508	169508	SRS348394	SAMN01084070	SRA055296	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		SIMON FRASER UNIVERSITY	0	0	199230	1084070				PAO1			
SRX158075	1/6/13 10:48	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina Genome Analyzer II	SRR519063	SRP013960	PRJNA169508	169508	SRS348783	SAMN01085715	SRA055296	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		SIMON FRASER UNIVERSITY	0	0	199699	1085715				PAO1			
SRX329010	7/29/14 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR950389	SRP028308	PRJNA213568	213568	SRS465135	SAMN02296707	SRA096167	RNA-Seq	cDNA	TRANSCRIPTOMIC		SINGAPORE CENTRE ON ENVIRONMENTAL LIFE SCIENCES EN	0	0	457955	2296707				PAO1			
SRX386232	10/1/14 0:00	1131757	Pseudomonas aeruginosa MPAO1/P1	287	1236	1131757	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1041864;SRR1041865	SRP030663	PRJNA222256	222256	SRS488990	SAMN02369270	SRA105099	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	555589	2369270				mPAO1			
SRX386233	10/1/14 0:00	1131757	Pseudomonas aeruginosa MPAO1/P1	287	1236	1131757	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1041866;SRR1041867	SRP030663	PRJNA222256	222256	SRS488990	SAMN02369270	SRA105099	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	555590	2369270				mPAO1			
SRX386234	10/1/14 0:00	1131757	Pseudomonas aeruginosa MPAO1/P1	287	1236	1131757	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1041868;SRR1041869	SRP030663	PRJNA222256	222256	SRS488990	SAMN02369270	SRA105099	RNA-Seq	Hybrid Selection	TRANSCRIPTOMIC		SCELSE	0	0	555591	2369270				mPAO1			
SRX383855	11/25/14 21:32	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1038443;SRR1038444	SRP033319	PRJNA229796	229796	SRS507827	SAMN02420152	SRA114115	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	548624	2420152				PA01			
SRX383860	11/25/14 21:32	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1038445;SRR1038446	SRP033319	PRJNA229796	229796	SRS507833	SAMN02420153	SRA114115	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	548629	2420153				PA01			
SRX383861	11/25/14 21:32	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1038447;SRR1038448	SRP033319	PRJNA229796	229796	SRS507834	SAMN02420154	SRA114115	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	548630	2420154				PAO1/pBAD-yhjH			
SRX383864	11/25/14 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1038506;SRR1038507	SRP033321	PRJNA229797	229797	SRS507836	SAMN02420163	SRA114119	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	548633	2420163				PA01			
SRX383865	11/25/14 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1038509;SRR1038510	SRP033321	PRJNA229797	229797	SRS507837	SAMN02420164	SRA114119	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	548634	2420164				pelpsl			
SRX384493	11/25/14 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1038503;SRR1038504	SRP033321	PRJNA229797	229797	SRS507835	SAMN02420162	SRA114119	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	551537	2420162				PA01			
SRX384494	11/25/14 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1038505	SRP033321	PRJNA229797	229797	SRS507835	SAMN02420162	SRA114119	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	551538	2420162				PA01			
SRX386230	11/25/14 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1038508	SRP033321	PRJNA229797	229797	SRS507836	SAMN02420163	SRA114119	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	555587	2420163				PA01			
SRX386231	11/25/14 0:00	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR1038511	SRP033321	PRJNA229797	229797	SRS507837	SAMN02420164	SRA114119	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	555588	2420164				pelpsl			
SRX389601	2/1/14 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1047563	SRP033652	PRJNA231042	231042	SRS513351	SAMN02439896	SRA115629	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE UNIVERSITY OF TEXAS AT AUSTIN	0	0	560293	2439896				PAO1			
SRX389604	2/1/14 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1047579	SRP033652	PRJNA231042	231042	SRS513351	SAMN02439896	SRA115629	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE UNIVERSITY OF TEXAS AT AUSTIN	0	0	560296	2439896				PAO1			
SRX389605	2/1/14 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1047580	SRP033652	PRJNA231042	231042	SRS513353	SAMN02439897	SRA115629	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE UNIVERSITY OF TEXAS AT AUSTIN	0	0	560297	2439897				PAO1			
SRX389626	2/1/14 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1047581	SRP033652	PRJNA231042	231042	SRS513353	SAMN02439897	SRA115629	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE UNIVERSITY OF TEXAS AT AUSTIN	0	0	560318	2439897				PAO1			
SRX389627	2/1/14 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1047593	SRP033652	PRJNA231042	231042	SRS513373	SAMN02439898	SRA115629	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE UNIVERSITY OF TEXAS AT AUSTIN	0	0	560319	2439898				PAO1			
SRX389628	2/1/14 0:00	208964	Pseudomonas aeruginosa PAO1	287	1236	208964	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1047595	SRP033652	PRJNA231042	231042	SRS513373	SAMN02439898	SRA115629	RNA-Seq	cDNA	TRANSCRIPTOMIC		THE UNIVERSITY OF TEXAS AT AUSTIN	0	0	560320	2439898				PAO1			
SRX480719	5/9/14 12:31	1131757	Pseudomonas aeruginosa MPAO1/P1	287	1236	1131757	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1182321	SRP039358	PRJNA239877	239877	SRS565565	SAMN02671253	SRA143635	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	670153	2671253	GSE55528	GSM1338701	24769698	MPAO1			
SRX480720	5/9/14 12:31	1131757	Pseudomonas aeruginosa MPAO1/P1	287	1236	1131757	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1182322	SRP039358	PRJNA239877	239877	SRS565566	SAMN02671255	SRA143635	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	670154	2671255	GSE55528	GSM1338702	24769698	MPAO1			
SRX480721	5/9/14 12:31	1131757	Pseudomonas aeruginosa MPAO1/P1	287	1236	1131757	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1182323	SRP039358	PRJNA239877	239877	SRS565567	SAMN02671252	SRA143635	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	670155	2671252	GSE55528	GSM1338703	24769698	MPAO1			
SRX480722	5/9/14 12:31	1131757	Pseudomonas aeruginosa MPAO1/P1	287	1236	1131757	Pseudomonas aeruginosa	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1182324	SRP039358	PRJNA239877	239877	SRS565569	SAMN02671254	SRA143635	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	670156	2671254	GSE55528	GSM1338704	24769698	MPAO1			
SRX540108	6/20/14 7:29	287	Pseudomonas aeruginosa	287	1236	287	Pseudomonas aeruginosa	PAIRED	ILLUMINA	Illumina MiSeq	SRR1283219	SRP041868	PRJNA246577	246577	SRS605137	SAMN02768595	SRA163415	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCELSE	0	0	769990	2768595				PA01			
